"","ID","ID.CapDate","lat","long","Capture.date","Grid","year","Sex","Age","H.poly.EPG","EappINF","NoInf_0","NoUninf_0","Prev_0","NoInf_10","NoUninf_10","Prev_10","NoInf_14.1","NoUninf_14.1","Prev_14.1","NoInf_20","NoUninf_20","Prev_20","NoInf_22.4","NoUninf_22.4","Prev_22.4","NoInf_28.3","NoUninf_28.3","Prev_28.3","NoInf_30","NoUninf_30","Prev_30","NoInf_31.6","NoUninf_31.6","Prev_31.6","NoInf_36.1","NoUninf_36.1","Prev_36.1","NoInf_40","NoUninf_40","Prev_40","NoInf_50","NoUninf_50","Prev_50","NoInf_60","NoUninf_60","Prev_60","NoInf_70","NoUninf_70","Prev_70","NoInf_80","NoUninf_80","Prev_80","NoInf_90","NoUninf_90","Prev_90","NoInf_100","NoUninf_100","Prev_100","NoInf_110","NoUninf_110","Prev_110"
"7082","79631608","79631608-2012-12-19",30,100,2012-12-19,"HA1",2012,"F","Adult","82.2222222222222",0,4,12,0.25,8,31,0.205128205128205,11,33,0.25,13,50,0.206349206349206,16,73,0.179775280898876,19,86,0.180952380952381,27,104,0.206106870229008,31,130,0.192546583850932,36,149,0.194594594594595,39,162,0.194029850746269,55,243,0.184563758389262,68,298,0.185792349726776,87,362,0.193763919821826,103,443,0.188644688644689,113,517,0.179365079365079,118,613,0.161422708618331,124,666,0.156962025316456
"7087","79632079","79632079-2012-09-27",80,90,2012-09-27,"HA1",2012,"F","Adult","0",0,1,4,0.2,5,15,0.25,7,22,0.241379310344828,8,28,0.222222222222222,20,39,0.338983050847458,20,41,0.327868852459016,20,45,0.307692307692308,23,55,0.294871794871795,23,58,0.283950617283951,27,58,0.317647058823529,33,71,0.317307692307692,39,92,0.297709923664122,41,135,0.232954545454545,56,179,0.238297872340426,62,215,0.223826714801444,66,248,0.210191082802548,66,268,0.197604790419162
"7090","79632292","79632292-2012-09-25",70,20,2012-09-25,"HA1",2012,"M","Adult","0",0,0,0,NA,2,4,0.333333333333333,3,10,0.230769230769231,3,17,0.15,5,26,0.161290322580645,7,33,0.175,8,43,0.156862745098039,13,55,0.191176470588235,14,62,0.184210526315789,15,67,0.182926829268293,20,100,0.166666666666667,26,124,0.173333333333333,35,171,0.169902912621359,44,213,0.171206225680934,55,242,0.185185185185185,59,256,0.187301587301587,60,261,0.186915887850467
"7091","79632292","79632292-2012-09-13",100,10,2012-09-13,"HA1",2012,"M","Adult","9.09090909090909",1,1,4,0.2,3,8,0.272727272727273,3,10,0.230769230769231,3,18,0.142857142857143,4,25,0.137931034482759,5,27,0.15625,5,30,0.142857142857143,5,36,0.121951219512195,6,37,0.13953488372093,6,37,0.13953488372093,9,44,0.169811320754717,14,60,0.189189189189189,23,82,0.219047619047619,28,108,0.205882352941176,34,145,0.189944134078212,43,191,0.183760683760684,48,225,0.175824175824176
"7093","79632292","79632292-2012-12-04",30,0,2012-12-04,"HA1",2012,"M","Adult","140.909090909091",0,0,11,0,2,19,0.0952380952380952,4,29,0.121212121212121,8,43,0.156862745098039,9,70,0.113924050632911,10,83,0.10752688172043,11,97,0.101851851851852,13,116,0.10077519379845,17,144,0.105590062111801,17,157,0.0977011494252874,25,212,0.105485232067511,32,251,0.113074204946996,43,311,0.121468926553672,63,387,0.14,78,441,0.15028901734104,103,519,0.165594855305466,122,575,0.175035868005739
"7094","79632292","79632292-2012-09-27",100,0,2012-09-27,"HA1",2012,"M","Adult","0",0,0,0,NA,2,5,0.285714285714286,3,5,0.375,4,12,0.25,4,15,0.210526315789474,5,17,0.227272727272727,5,27,0.15625,5,31,0.138888888888889,6,34,0.15,6,37,0.13953488372093,9,46,0.163636363636364,11,56,0.164179104477612,16,79,0.168421052631579,27,107,0.201492537313433,35,140,0.2,42,191,0.180257510729614,51,229,0.182142857142857
"7096","79632292","79632292-2012-10-09",40,10,2012-10-09,"HA1",2012,"M","Adult","18.1818181818182",1,0,0,NA,1,7,0.125,3,22,0.12,4,29,0.121212121212121,6,44,0.12,6,48,0.111111111111111,6,59,0.0923076923076923,8,81,0.0898876404494382,11,90,0.108910891089109,12,100,0.107142857142857,23,154,0.129943502824859,34,186,0.154545454545455,39,227,0.146616541353383,52,250,0.172185430463576,61,296,0.170868347338936,79,339,0.188995215311005,80,340,0.19047619047619
"7097","79632292","79632292-2012-10-23",20,10,2012-10-23,"HA1",2012,"M","Adult","4.34782608695652",0,1,5,0.166666666666667,2,23,0.08,3,44,0.0638297872340425,5,53,0.0862068965517241,9,82,0.0989010989010989,9,91,0.09,12,93,0.114285714285714,15,107,0.122950819672131,15,118,0.112781954887218,16,124,0.114285714285714,22,158,0.122222222222222,30,192,0.135135135135135,41,224,0.154716981132075,55,266,0.171339563862928,73,323,0.184343434343434,97,381,0.202928870292887,103,401,0.204365079365079
"7099","79632292","79632292-2012-11-07",70,20,2012-11-07,"HA1",2012,"M","Adult","0",0,1,3,0.25,3,19,0.136363636363636,5,27,0.15625,6,39,0.133333333333333,10,61,0.140845070422535,14,72,0.162790697674419,17,89,0.160377358490566,26,111,0.18978102189781,30,128,0.189873417721519,33,136,0.195266272189349,44,195,0.184100418410042,60,246,0.196078431372549,76,323,0.19047619047619,89,410,0.178356713426854,107,469,0.185763888888889,113,498,0.18494271685761,115,503,0.186084142394822
"7101","79632292","79632292-2012-11-20",40,10,2012-11-20,"HA1",2012,"M","Adult","2.27272727272727",0,1,0,1,4,9,0.307692307692308,7,30,0.189189189189189,9,43,0.173076923076923,11,68,0.139240506329114,12,73,0.141176470588235,12,90,0.117647058823529,16,127,0.111888111888112,23,140,0.141104294478528,24,155,0.134078212290503,36,242,0.129496402877698,53,298,0.150997150997151,65,366,0.150812064965197,84,407,0.171079429735234,102,473,0.177391304347826,123,543,0.184684684684685,124,547,0.184798807749627
"7102","79632292","79632292-2012-12-18",20,30,2012-12-18,"HA1",2012,"M","Adult","165.217391304348",0,1,3,0.25,7,26,0.212121212121212,9,54,0.142857142857143,10,83,0.10752688172043,14,139,0.0915032679738562,16,160,0.0909090909090909,16,180,0.0816326530612245,21,221,0.0867768595041322,24,247,0.0885608856088561,24,258,0.0851063829787234,41,310,0.116809116809117,55,368,0.130023640661939,71,443,0.138132295719844,95,543,0.148902821316614,119,623,0.160377358490566,126,665,0.15929203539823,128,668,0.160804020100503
"7190","79637279","79637279-2012-09-12",0,100,2012-09-12,"HA1",2012,"M","Adult","0",1,0,4,0,3,8,0.272727272727273,4,12,0.25,4,18,0.181818181818182,6,21,0.222222222222222,6,22,0.214285714285714,7,26,0.212121212121212,10,31,0.24390243902439,10,35,0.222222222222222,11,40,0.215686274509804,13,55,0.191176470588235,17,74,0.186813186813187,22,92,0.192982456140351,29,120,0.194630872483221,32,152,0.173913043478261,44,181,0.195555555555556,50,204,0.196850393700787
"7191","79637279","79637279-2012-09-27",0,80,2012-09-27,"HA1",2012,"M","Adult","0",0,0,2,0,6,9,0.4,10,20,0.333333333333333,11,28,0.282051282051282,13,39,0.25,13,49,0.209677419354839,13,51,0.203125,13,57,0.185714285714286,16,69,0.188235294117647,16,71,0.183908045977011,25,98,0.203252032520325,29,121,0.193333333333333,35,150,0.189189189189189,43,194,0.181434599156118,49,228,0.176895306859206,62,249,0.19935691318328,63,264,0.192660550458716
"7218","79638280","79638280-2012-09-27",30,60,2012-09-27,"HA1",2012,"F","Adult","0",1,0,1,0,2,14,0.125,3,25,0.107142857142857,4,33,0.108108108108108,10,47,0.175438596491228,14,61,0.186666666666667,15,70,0.176470588235294,19,78,0.195876288659794,22,97,0.184873949579832,27,108,0.2,42,173,0.195348837209302,50,211,0.191570881226054,58,247,0.19016393442623,64,273,0.189910979228487,67,282,0.191977077363897,67,282,0.191977077363897,67,282,0.191977077363897
"7243","79638791","79638791-2012-08-30",90,80,2012-08-30,"HA1",2012,"M","Adult","0",0,0,2,0,7,9,0.4375,9,16,0.36,11,17,0.392857142857143,13,26,0.333333333333333,14,31,0.311111111111111,15,32,0.319148936170213,17,34,0.333333333333333,19,40,0.322033898305085,19,42,0.311475409836066,21,50,0.295774647887324,24,67,0.263736263736264,28,85,0.247787610619469,30,111,0.212765957446809,35,137,0.203488372093023,39,164,0.192118226600985,39,178,0.179723502304147
"7247","79638837","79638837-2012-10-09",100,80,2012-10-09,"HA1",2012,"M","Adult","0",0,3,5,0.375,5,15,0.25,10,19,0.344827586206897,10,23,0.303030303030303,14,34,0.291666666666667,14,43,0.245614035087719,14,44,0.241379310344828,18,52,0.257142857142857,23,57,0.2875,25,62,0.28735632183908,34,89,0.276422764227642,38,112,0.253333333333333,49,135,0.266304347826087,56,169,0.248888888888889,61,219,0.217857142857143,71,265,0.211309523809524,78,304,0.204188481675393
"7248","79638837","79638837-2012-10-23",100,90,2012-10-23,"HA1",2012,"M","Adult","0",0,2,3,0.4,6,12,0.333333333333333,8,19,0.296296296296296,10,28,0.263157894736842,14,44,0.241379310344828,15,46,0.245901639344262,19,54,0.26027397260274,24,62,0.27906976744186,25,67,0.271739130434783,25,72,0.257731958762887,43,99,0.302816901408451,50,120,0.294117647058824,60,146,0.29126213592233,73,186,0.281853281853282,78,247,0.24,96,299,0.243037974683544,103,341,0.231981981981982
"7250","79638837","79638837-2012-10-10",100,80,2012-10-10,"HA1",2012,"M","Adult","0",0,3,6,0.333333333333333,7,17,0.291666666666667,12,21,0.363636363636364,12,26,0.315789473684211,16,39,0.290909090909091,16,48,0.25,16,49,0.246153846153846,21,58,0.265822784810127,27,63,0.3,30,68,0.306122448979592,40,96,0.294117647058824,46,119,0.278787878787879,60,144,0.294117647058824,68,180,0.274193548387097,74,233,0.241042345276873,85,279,0.233516483516484,92,324,0.221153846153846
"7251","79638837","79638837-2012-10-24",80,100,2012-10-24,"HA1",2012,"M","Adult","0",0,0,8,0,4,20,0.166666666666667,9,29,0.236842105263158,14,36,0.28,18,49,0.26865671641791,23,57,0.2875,24,63,0.275862068965517,29,73,0.284313725490196,32,83,0.278260869565217,35,90,0.28,52,114,0.313253012048193,59,134,0.305699481865285,68,172,0.283333333333333,77,254,0.232628398791541,91,310,0.226932668329177,101,355,0.221491228070175,106,389,0.214141414141414
"7260","79639272","79639272-2012-10-10",0,90,2012-10-10,"HA1",2012,"M","Adult","0",1,3,3,0.5,5,20,0.2,8,29,0.216216216216216,9,34,0.209302325581395,12,46,0.206896551724138,12,50,0.193548387096774,12,55,0.17910447761194,17,65,0.207317073170732,17,73,0.188888888888889,20,76,0.208333333333333,26,104,0.2,32,135,0.191616766467066,48,168,0.222222222222222,57,209,0.214285714285714,65,258,0.201238390092879,80,298,0.211640211640212,87,325,0.211165048543689
"7261","79639272","79639272-2012-10-23",0,80,2012-10-23,"HA1",2012,"M","Adult","0",0,0,5,0,7,18,0.28,11,32,0.255813953488372,12,43,0.218181818181818,14,58,0.194444444444444,14,69,0.168674698795181,14,72,0.162790697674419,14,78,0.152173913043478,19,93,0.169642857142857,20,99,0.168067226890756,32,135,0.191616766467066,40,166,0.194174757281553,52,207,0.200772200772201,67,264,0.202416918429003,77,308,0.2,95,348,0.214446952595937,99,380,0.206680584551148
"7262","79639272","79639272-2012-11-07",10,50,2012-11-07,"HA1",2012,"M","Adult","0",0,0,2,0,2,19,0.0952380952380952,5,42,0.106382978723404,9,65,0.121621621621622,12,98,0.109090909090909,13,102,0.11304347826087,17,121,0.123188405797101,20,151,0.116959064327485,20,160,0.111111111111111,22,180,0.108910891089109,41,245,0.143356643356643,60,317,0.159151193633952,74,344,0.177033492822967,90,390,0.1875,100,442,0.18450184501845,114,501,0.185365853658537,115,503,0.186084142394822
"7263","79639272","79639272-2012-11-20",10,90,2012-11-20,"HA1",2012,"M","Adult","0",0,1,10,0.0909090909090909,8,28,0.222222222222222,11,48,0.186440677966102,15,63,0.192307692307692,20,88,0.185185185185185,21,91,0.1875,25,98,0.203252032520325,29,121,0.193333333333333,30,126,0.192307692307692,30,131,0.186335403726708,37,173,0.176190476190476,58,219,0.209386281588448,72,266,0.21301775147929,82,340,0.194312796208531,103,416,0.198458574181118,115,492,0.189456342668863,116,523,0.181533646322379
"7277","79639579","79639579-2012-08-14",80,100,2012-08-14,"HA1",2012,"F","Adult","0",0,0,4,0,2,9,0.181818181818182,4,9,0.307692307692308,5,12,0.294117647058824,5,15,0.25,5,17,0.227272727272727,5,19,0.208333333333333,6,23,0.206896551724138,6,25,0.193548387096774,6,25,0.193548387096774,7,32,0.179487179487179,8,38,0.173913043478261,9,47,0.160714285714286,10,74,0.119047619047619,13,86,0.131313131313131,16,101,0.136752136752137,16,113,0.124031007751938
"7321","79769626","79769626-2012-10-09",40,80,2012-10-09,"HA1",2012,"F","Adult","0",1,0,1,0,2,4,0.333333333333333,2,10,0.166666666666667,7,18,0.28,13,39,0.25,19,54,0.26027397260274,22,62,0.261904761904762,30,88,0.254237288135593,36,106,0.253521126760563,36,117,0.235294117647059,50,175,0.222222222222222,64,211,0.232727272727273,68,247,0.215873015873016,72,291,0.198347107438017,77,334,0.187347931873479,80,340,0.19047619047619,80,340,0.19047619047619
"7322","79769830","79769830-2012-09-11",90,40,2012-09-11,"HA1",2012,"F","Adult","0",0,0,1,0,1,5,0.166666666666667,4,13,0.235294117647059,5,13,0.277777777777778,6,22,0.214285714285714,7,24,0.225806451612903,11,26,0.297297297297297,13,36,0.26530612244898,14,42,0.25,15,49,0.234375,21,66,0.241379310344828,27,86,0.238938053097345,32,112,0.222222222222222,36,141,0.203389830508475,44,175,0.200913242009132,45,208,0.177865612648221,47,211,0.182170542635659
"7328","79770053","79770053-2012-10-25",10,20,2012-10-25,"HA1",2012,"M","Adult","0",1,0,7,0,2,37,0.0512820512820513,4,62,0.0606060606060606,6,76,0.0731707317073171,11,102,0.0973451327433628,11,117,0.0859375,12,124,0.0882352941176471,13,135,0.0878378378378378,13,145,0.0822784810126582,14,153,0.0838323353293413,26,198,0.116071428571429,35,228,0.133079847908745,42,272,0.133757961783439,63,311,0.168449197860963,80,376,0.175438596491228,103,437,0.190740740740741,108,461,0.189806678383128
"7345","79770603","79770603-2012-08-29",30,90,2012-08-29,"HA1",2012,"M","NotAdult","0",0,0,0,NA,1,3,0.25,1,4,0.2,2,11,0.153846153846154,3,21,0.125,5,24,0.172413793103448,5,28,0.151515151515152,8,35,0.186046511627907,9,39,0.1875,11,43,0.203703703703704,14,66,0.175,17,88,0.161904761904762,24,103,0.188976377952756,29,127,0.185897435897436,29,145,0.166666666666667,32,173,0.15609756097561,33,179,0.155660377358491
"7346","79770603","79770603-2012-09-11",40,100,2012-09-11,"HA1",2012,"M","Adult","0",0,1,2,0.333333333333333,3,8,0.272727272727273,3,11,0.214285714285714,5,15,0.25,5,19,0.208333333333333,6,20,0.230769230769231,7,26,0.212121212121212,10,34,0.227272727272727,11,40,0.215686274509804,11,48,0.186440677966102,21,80,0.207920792079208,27,100,0.21259842519685,37,116,0.241830065359477,39,132,0.228070175438596,41,156,0.208121827411168,44,184,0.192982456140351,47,210,0.182879377431907
"7356","79770817","79770817-2012-12-19",10,30,2012-12-19,"HA1",2012,"F","Adult","22.2222222222222",0,2,8,0.2,5,39,0.113636363636364,9,68,0.116883116883117,10,90,0.1,12,136,0.0810810810810811,14,147,0.0869565217391304,17,164,0.0939226519337017,18,210,0.0789473684210526,21,233,0.0826771653543307,24,251,0.0872727272727273,36,304,0.105882352941176,46,350,0.116161616161616,66,412,0.138075313807531,83,497,0.143103448275862,105,570,0.155555555555556,121,661,0.154731457800512,127,685,0.1564039408867
"7358","79771081","79771081-2012-08-29",40,100,2012-08-29,"HA1",2012,"F","NotAdult","0",0,0,0,NA,1,4,0.2,1,5,0.166666666666667,3,7,0.3,3,11,0.214285714285714,4,11,0.266666666666667,5,16,0.238095238095238,8,22,0.266666666666667,9,27,0.25,9,33,0.214285714285714,14,63,0.181818181818182,18,81,0.181818181818182,25,95,0.208333333333333,26,109,0.192592592592593,28,128,0.179487179487179,30,156,0.161290322580645,33,179,0.155660377358491
"7369","79772013","79772013-2012-10-25",30,50,2012-10-25,"HA1",2012,"M","Adult","52.2727272727273",0,0,5,0,2,24,0.0769230769230769,7,40,0.148936170212766,9,47,0.160714285714286,14,73,0.160919540229885,18,90,0.166666666666667,19,99,0.161016949152542,25,129,0.162337662337662,31,165,0.158163265306122,33,176,0.157894736842105,61,272,0.183183183183183,85,352,0.194508009153318,95,397,0.193089430894309,104,455,0.186046511627907,111,471,0.190721649484536,111,471,0.190721649484536,111,471,0.190721649484536
"7370","79772013","79772013-2012-11-07",30,50,2012-11-07,"HA1",2012,"M","Adult","0",0,0,6,0,2,26,0.0714285714285714,7,42,0.142857142857143,9,49,0.155172413793103,14,78,0.152173913043478,18,99,0.153846153846154,19,108,0.149606299212598,25,140,0.151515151515152,32,179,0.151658767772512,35,191,0.154867256637168,63,295,0.175977653631285,88,380,0.188034188034188,98,425,0.187380497131931,107,485,0.180743243243243,115,503,0.186084142394822,115,503,0.186084142394822,115,503,0.186084142394822
