"","ID","ID.CapDate","lat","long","Capture.date","Grid","year","Sex","Age","Tryps","EappINF","NoInf_0","NoUninf_0","Prev_0","NoInf_10","NoUninf_10","Prev_10","NoInf_14.1","NoUninf_14.1","Prev_14.1","NoInf_20","NoUninf_20","Prev_20","NoInf_22.4","NoUninf_22.4","Prev_22.4","NoInf_28.3","NoUninf_28.3","Prev_28.3","NoInf_30","NoUninf_30","Prev_30","NoInf_31.6","NoUninf_31.6","Prev_31.6","NoInf_36.1","NoUninf_36.1","Prev_36.1","NoInf_40","NoUninf_40","Prev_40","NoInf_50","NoUninf_50","Prev_50","NoInf_60","NoUninf_60","Prev_60","NoInf_70","NoUninf_70","Prev_70","NoInf_80","NoUninf_80","Prev_80","NoInf_90","NoUninf_90","Prev_90","NoInf_100","NoUninf_100","Prev_100","NoInf_110","NoUninf_110","Prev_110"
"5503","66885846","66885846-2012-10-11",60,20,2012-10-11,"HA1",2012,"M","Adult",0,0,1,3,0.25,3,10,0.230769230769231,3,15,0.166666666666667,6,25,0.193548387096774,12,42,0.222222222222222,13,52,0.2,14,59,0.191780821917808,19,74,0.204301075268817,22,93,0.191304347826087,24,106,0.184615384615385,45,168,0.211267605633803,57,220,0.205776173285199,62,276,0.183431952662722,84,324,0.205882352941176,96,374,0.204255319148936,102,386,0.209016393442623,102,386,0.209016393442623
"5530","66887847","66887847-2012-10-10",100,40,2012-10-10,"HA1",2012,"M","Adult",0,0,1,4,0.2,1,15,0.0625,2,21,0.0869565217391304,4,29,0.121212121212121,8,36,0.181818181818182,9,42,0.176470588235294,14,50,0.21875,19,58,0.246753246753247,23,65,0.261363636363636,28,73,0.277227722772277,37,112,0.248322147651007,46,135,0.25414364640884,55,171,0.243362831858407,70,200,0.259259259259259,74,248,0.229813664596273,86,304,0.220512820512821,90,354,0.202702702702703
"5631","66893321","66893321-2012-12-18",100,0,2012-12-18,"HA1",2012,"M","Adult",0,0,1,5,0.166666666666667,6,15,0.285714285714286,7,18,0.28,8,34,0.19047619047619,8,41,0.163265306122449,9,48,0.157894736842105,9,66,0.12,9,76,0.105882352941176,11,84,0.115789473684211,12,93,0.114285714285714,20,122,0.140845070422535,27,149,0.153409090909091,38,204,0.15702479338843,56,258,0.178343949044586,74,338,0.179611650485437,90,449,0.166975881261596,104,546,0.16
"5793","67006795","67006795-2012-09-25",20,40,2012-09-25,"HA1",2012,"M","Adult",0,1,1,2,0.333333333333333,2,16,0.111111111111111,4,28,0.125,4,43,0.0851063829787234,6,61,0.0895522388059701,7,74,0.0864197530864197,9,85,0.0957446808510638,14,102,0.120689655172414,15,110,0.12,15,113,0.1171875,21,145,0.126506024096386,29,167,0.147959183673469,37,203,0.154166666666667,51,229,0.182142857142857,58,259,0.182965299684543,60,261,0.186915887850467,60,261,0.186915887850467
"5794","67006795","67006795-2012-10-09",20,40,2012-10-09,"HA1",2012,"M","Adult",0,1,2,2,0.5,3,18,0.142857142857143,5,32,0.135135135135135,5,48,0.0943396226415094,8,73,0.0987654320987654,11,89,0.11,13,100,0.115044247787611,18,120,0.130434782608696,20,132,0.131578947368421,20,136,0.128205128205128,29,182,0.137440758293839,40,214,0.15748031496063,52,257,0.168284789644013,69,295,0.18956043956044,77,337,0.185990338164251,80,340,0.19047619047619,80,340,0.19047619047619
"5813","67007587","67007587-2012-08-30",10,70,2012-08-30,"HA1",2012,"M","Adult",0,1,2,3,0.4,4,11,0.266666666666667,4,19,0.173913043478261,5,27,0.15625,6,33,0.153846153846154,6,38,0.136363636363636,6,42,0.125,7,48,0.127272727272727,9,54,0.142857142857143,10,58,0.147058823529412,12,76,0.136363636363636,16,101,0.136752136752137,22,126,0.148648648648649,29,150,0.162011173184358,33,163,0.168367346938776,38,182,0.172727272727273,40,189,0.174672489082969
"5873","67010314","67010314-2012-06-21",10,70,2012-06-21,"HA1",2012,"M","Adult",0,0,0,0,NA,0,2,0,0,5,0,0,9,0,0,9,0,0,10,0,0,12,0,1,14,0.0666666666666667,1,17,0.0555555555555556,1,17,0.0555555555555556,1,22,0.0434782608695652,1,30,0.032258064516129,1,35,0.0277777777777778,1,43,0.0227272727272727,2,45,0.0425531914893617,3,51,0.0555555555555556,4,51,0.0727272727272727
"5878","67010536","67010536-2012-08-15",50,20,2012-08-15,"HA1",2012,"M","Adult",0,0,0,0,NA,1,3,0.25,1,5,0.166666666666667,2,7,0.222222222222222,2,13,0.133333333333333,2,19,0.0952380952380952,2,22,0.0833333333333333,4,28,0.125,5,36,0.121951219512195,5,39,0.113636363636364,10,71,0.123456790123457,12,103,0.104347826086957,14,111,0.112,18,123,0.127659574468085,21,143,0.128048780487805,21,144,0.127272727272727,21,144,0.127272727272727
"5930","67069635","67069635-2012-10-23",30,0,2012-10-23,"HA1",2012,"F","Adult",0,0,0,7,0,1,13,0.0714285714285714,3,18,0.142857142857143,6,28,0.176470588235294,7,45,0.134615384615385,7,53,0.116666666666667,8,64,0.111111111111111,10,77,0.114942528735632,13,98,0.117117117117117,13,110,0.105691056910569,21,152,0.121387283236994,28,179,0.135265700483092,38,218,0.1484375,54,263,0.170347003154574,65,300,0.178082191780822,87,349,0.19954128440367,103,393,0.207661290322581
"6249","67088367","67088367-2012-10-23",70,40,2012-10-23,"HA1",2012,"F","NotAdult",1,0,1,0,1,5,7,0.416666666666667,9,12,0.428571428571429,13,23,0.361111111111111,19,47,0.287878787878788,22,58,0.275,24,74,0.244897959183673,29,96,0.232,38,116,0.246753246753247,39,128,0.233532934131737,65,193,0.251937984496124,77,251,0.234756097560976,90,317,0.221130221130221,100,382,0.20746887966805,105,402,0.207100591715976,106,407,0.206627680311891,106,407,0.206627680311891
"6252","67088839","67088839-2012-10-23",20,60,2012-10-23,"HA1",2012,"M","Adult",0,0,0,6,0,2,24,0.0769230769230769,5,39,0.113636363636364,10,49,0.169491525423729,15,75,0.166666666666667,16,90,0.150943396226415,18,94,0.160714285714286,22,113,0.162962962962963,30,131,0.186335403726708,32,144,0.181818181818182,52,216,0.194029850746269,68,261,0.206686930091185,83,307,0.212820512820513,91,353,0.204954954954955,101,399,0.202,106,407,0.206627680311891,106,407,0.206627680311891
"6258","67089554","67089554-2012-10-09",30,60,2012-10-09,"HA1",2012,"F","Adult",0,0,1,1,0.5,3,15,0.166666666666667,4,27,0.129032258064516,6,37,0.13953488372093,12,53,0.184615384615385,16,68,0.19047619047619,18,78,0.1875,22,91,0.194690265486726,26,117,0.181818181818182,32,129,0.198757763975155,50,204,0.196850393700787,59,248,0.192182410423453,69,292,0.191135734072022,76,329,0.187654320987654,80,339,0.190930787589499,80,340,0.19047619047619,80,340,0.19047619047619
"6281","67091302","67091302-2012-08-14",10,10,2012-08-14,"HA1",2012,"F","NotAdult",0,0,0,5,0,0,14,0,0,27,0,1,32,0.0303030303030303,1,36,0.027027027027027,1,36,0.027027027027027,1,37,0.0263157894736842,2,43,0.0444444444444444,2,44,0.0434782608695652,2,45,0.0425531914893617,3,56,0.0508474576271186,4,68,0.0555555555555556,6,77,0.072289156626506,8,90,0.0816326530612245,10,100,0.0909090909090909,13,121,0.0970149253731343,15,128,0.104895104895105
"6283","67091302","67091302-2012-08-28",20,10,2012-08-28,"HA1",2012,"F","NotAdult",0,0,0,2,0,0,15,0,1,22,0.0434782608695652,1,25,0.0384615384615385,2,42,0.0454545454545455,2,44,0.0434782608695652,3,45,0.0625,3,49,0.0576923076923077,3,52,0.0545454545454545,3,53,0.0535714285714286,5,73,0.0641025641025641,7,87,0.074468085106383,11,103,0.0964912280701754,15,116,0.114503816793893,17,137,0.11038961038961,23,154,0.129943502824859,27,165,0.140625
"6284","67091302","67091302-2012-09-11",20,20,2012-09-11,"HA1",2012,"F","Adult",0,0,0,4,0,1,12,0.0769230769230769,3,25,0.107142857142857,4,35,0.102564102564103,6,53,0.101694915254237,6,64,0.0857142857142857,6,67,0.0821917808219178,6,74,0.075,8,82,0.0888888888888889,9,87,0.09375,12,101,0.106194690265487,15,119,0.111940298507463,21,135,0.134615384615385,28,159,0.149732620320856,39,191,0.169565217391304,45,209,0.177165354330709,47,211,0.182170542635659
"6396","67123054","67123054-2012-08-02",70,90,2012-08-02,"HA1",2012,"M","Adult",0,1,1,0,1,1,7,0.125,2,13,0.133333333333333,2,15,0.117647058823529,3,18,0.142857142857143,4,20,0.166666666666667,4,22,0.153846153846154,4,27,0.129032258064516,4,29,0.121212121212121,4,31,0.114285714285714,6,39,0.133333333333333,6,54,0.1,9,72,0.111111111111111,11,84,0.115789473684211,14,97,0.126126126126126,14,117,0.106870229007634,14,122,0.102941176470588
"6397","67123054","67123054-2012-08-16",80,90,2012-08-16,"HA1",2012,"M","Adult",0,1,0,3,0,3,10,0.230769230769231,5,15,0.25,6,20,0.230769230769231,10,27,0.27027027027027,10,28,0.263157894736842,10,29,0.256410256410256,10,32,0.238095238095238,10,35,0.222222222222222,12,35,0.25531914893617,13,39,0.25,15,51,0.227272727272727,16,78,0.170212765957447,22,94,0.189655172413793,24,111,0.177777777777778,25,133,0.158227848101266,25,147,0.145348837209302
"6410","67125021","67125021-2012-07-03",60,30,2012-07-03,"HA1",2012,"M","Adult",1,0,0,0,NA,1,0,1,1,0,1,2,1,0.666666666666667,2,4,0.333333333333333,2,5,0.285714285714286,2,8,0.2,2,10,0.166666666666667,3,11,0.214285714285714,3,16,0.157894736842105,5,24,0.172413793103448,5,36,0.121951219512195,5,47,0.0961538461538462,5,56,0.0819672131147541,5,57,0.0806451612903226,5,57,0.0806451612903226,5,57,0.0806451612903226
"6412","67125021","67125021-2012-08-14",80,30,2012-08-14,"HA1",2012,"M","Adult",1,0,1,1,0.5,1,3,0.25,1,3,0.25,2,11,0.153846153846154,4,18,0.181818181818182,6,20,0.230769230769231,6,21,0.222222222222222,6,25,0.193548387096774,6,29,0.171428571428571,6,31,0.162162162162162,7,45,0.134615384615385,7,59,0.106060606060606,11,84,0.115789473684211,15,103,0.127118644067797,16,125,0.113475177304965,16,134,0.106666666666667,16,135,0.105960264900662
"6413","67125021","67125021-2012-07-31",100,10,2012-07-31,"HA1",2012,"M","Adult",0,0,1,0,1,2,1,0.666666666666667,2,1,0.666666666666667,2,6,0.25,2,7,0.222222222222222,3,8,0.272727272727273,3,8,0.272727272727273,3,10,0.230769230769231,3,11,0.214285714285714,3,11,0.214285714285714,4,14,0.222222222222222,4,17,0.19047619047619,5,30,0.142857142857143,5,39,0.113636363636364,6,54,0.1,8,75,0.0963855421686747,8,90,0.0816326530612245
"6415","67125021","67125021-2012-08-29",100,40,2012-08-29,"HA1",2012,"M","Adult",0,0,0,0,NA,0,6,0,0,9,0,1,13,0.0714285714285714,4,15,0.210526315789474,4,17,0.19047619047619,5,21,0.192307692307692,8,26,0.235294117647059,8,32,0.2,10,35,0.222222222222222,14,56,0.2,19,63,0.231707317073171,21,83,0.201923076923077,25,99,0.201612903225806,25,121,0.171232876712329,32,151,0.174863387978142,33,177,0.157142857142857
"6450","67126571","67126571-2012-06-19",60,60,2012-06-19,"HA1",2012,"F","NotAdult",0,0,0,1,0,0,2,0,0,2,0,0,2,0,0,2,0,0,4,0,0,4,0,0,6,0,1,8,0.111111111111111,1,9,0.1,1,18,0.0526315789473684,2,23,0.08,3,23,0.115384615384615,3,27,0.1,3,28,0.0967741935483871,3,28,0.0967741935483871,3,28,0.0967741935483871
"6458","67259597","67259597-2012-06-19",100,30,2012-06-19,"HA1",2012,"F","Adult",0,0,0,2,0,0,3,0,0,3,0,2,3,0.4,3,3,0.5,3,3,0.5,3,3,0.5,3,3,0.5,3,3,0.5,3,3,0.5,3,5,0.375,3,7,0.3,3,9,0.25,3,13,0.1875,3,16,0.157894736842105,3,22,0.12,3,28,0.0967741935483871
"6459","67259597","67259597-2012-07-18",90,50,2012-07-18,"HA1",2012,"F","Adult",0,0,0,0,NA,0,0,NA,0,0,NA,0,4,0,1,14,0.0666666666666667,1,16,0.0588235294117647,1,16,0.0588235294117647,1,22,0.0434782608695652,1,23,0.0416666666666667,2,23,0.08,5,28,0.151515151515152,5,42,0.106382978723404,5,47,0.0961538461538462,6,60,0.0909090909090909,6,78,0.0714285714285714,6,90,0.0625,6,95,0.0594059405940594
"6529","67276836","67276836-2012-11-08",70,60,2012-11-08,"HA1",2012,"F","NotAdult",0,0,4,4,0.5,8,18,0.307692307692308,15,26,0.365853658536585,20,35,0.363636363636364,31,52,0.373493975903614,35,70,0.333333333333333,41,84,0.328,45,110,0.290322580645161,51,147,0.257575757575758,55,159,0.257009345794392,76,273,0.217765042979943,94,331,0.221176470588235,107,408,0.207766990291262,115,484,0.191986644407346,119,516,0.18740157480315,119,527,0.184210526315789,119,527,0.184210526315789
"6563","67287808","67287808-2012-08-15",90,90,2012-08-15,"HA1",2012,"F","NotAdult",0,1,0,0,NA,1,4,0.2,2,14,0.125,5,16,0.238095238095238,6,21,0.222222222222222,6,22,0.214285714285714,6,24,0.2,7,25,0.21875,7,26,0.212121212121212,7,28,0.2,10,36,0.217391304347826,10,37,0.212765957446809,12,57,0.173913043478261,14,76,0.155555555555556,19,93,0.169642857142857,20,113,0.150375939849624,20,123,0.13986013986014
"6650","79610382","79610382-2012-08-16",80,10,2012-08-16,"HA1",2012,"F","Adult",0,0,0,0,NA,1,3,0.25,1,6,0.142857142857143,3,11,0.214285714285714,5,17,0.227272727272727,5,25,0.166666666666667,5,25,0.166666666666667,5,27,0.15625,5,27,0.15625,7,27,0.205882352941176,9,38,0.191489361702128,9,53,0.145161290322581,11,75,0.127906976744186,15,103,0.127118644067797,20,132,0.131578947368421,25,144,0.14792899408284,26,153,0.145251396648045
"6666","79612036","79612036-2012-09-12",30,30,2012-09-12,"HA1",2012,"M","NotAdult",0,0,1,1,0.5,1,7,0.125,2,19,0.0952380952380952,4,30,0.117647058823529,8,51,0.135593220338983,9,59,0.132352941176471,9,69,0.115384615384615,11,84,0.115789473684211,14,99,0.123893805309735,14,102,0.120689655172414,19,134,0.124183006535948,26,156,0.142857142857143,34,180,0.158878504672897,47,220,0.176029962546816,52,235,0.181184668989547,54,237,0.185567010309278,54,237,0.185567010309278
"6699","79614576","79614576-2012-12-18",10,50,2012-12-18,"HA1",2012,"F","Adult",0,0,0,4,0,3,28,0.0967741935483871,6,55,0.0983606557377049,11,83,0.117021276595745,14,123,0.102189781021898,16,129,0.110344827586207,20,152,0.116279069767442,24,186,0.114285714285714,24,197,0.108597285067873,26,225,0.103585657370518,46,314,0.127777777777778,65,409,0.137130801687764,80,448,0.151515151515152,98,510,0.161184210526316,110,583,0.158730158730159,125,660,0.159235668789809,128,668,0.160804020100503
"6718","79615341","79615341-2012-12-18",20,10,2012-12-18,"HA1",2012,"M","Adult",0,0,1,8,0.111111111111111,3,40,0.0697674418604651,5,75,0.0625,7,92,0.0707070707070707,12,132,0.0833333333333333,12,144,0.0769230769230769,15,147,0.0925925925925926,19,166,0.102702702702703,19,183,0.0940594059405941,20,196,0.0925925925925926,26,244,0.0962962962962963,35,295,0.106060606060606,48,357,0.118518518518519,67,425,0.136178861788618,87,524,0.142389525368249,117,615,0.159836065573771,123,649,0.159326424870466
"6750","79617035","79617035-2012-10-09",100,0,2012-10-09,"HA1",2012,"F","Adult",0,1,0,1,0,3,6,0.333333333333333,4,6,0.4,5,15,0.25,5,18,0.217391304347826,6,21,0.222222222222222,6,34,0.15,6,40,0.130434782608696,7,43,0.14,7,48,0.127272727272727,12,60,0.166666666666667,15,72,0.172413793103448,20,100,0.166666666666667,34,134,0.202380952380952,44,174,0.201834862385321,52,231,0.183745583038869,63,275,0.186390532544379
"6774","79618628","79618628-2012-09-27",100,50,2012-09-27,"HA1",2012,"M","Adult",0,0,0,0,NA,0,3,0,1,7,0.125,3,15,0.166666666666667,8,22,0.266666666666667,9,26,0.257142857142857,13,37,0.26,15,43,0.258620689655172,16,50,0.242424242424242,20,56,0.263157894736842,29,74,0.281553398058252,33,111,0.229166666666667,39,130,0.230769230769231,44,155,0.221105527638191,51,196,0.206477732793522,60,243,0.198019801980198,66,271,0.195845697329377
"6779","79618812","79618812-2012-08-14",50,40,2012-08-14,"HA1",2012,"M","Adult",0,1,0,1,0,0,2,0,1,6,0.142857142857143,1,8,0.111111111111111,2,19,0.0952380952380952,2,21,0.0869565217391304,3,22,0.12,5,24,0.172413793103448,5,37,0.119047619047619,5,40,0.111111111111111,9,76,0.105882352941176,13,108,0.107438016528926,15,130,0.103448275862069,16,135,0.105960264900662,16,135,0.105960264900662,16,135,0.105960264900662,16,135,0.105960264900662
"6780","79618812","79618812-2012-08-28",90,70,2012-08-28,"HA1",2012,"M","Adult",0,1,1,2,0.333333333333333,1,6,0.142857142857143,3,12,0.2,4,14,0.222222222222222,8,20,0.285714285714286,10,22,0.3125,11,23,0.323529411764706,11,31,0.261904761904762,13,36,0.26530612244898,13,38,0.254901960784314,17,56,0.232876712328767,20,65,0.235294117647059,21,84,0.2,24,106,0.184615384615385,28,129,0.178343949044586,28,153,0.154696132596685,29,162,0.151832460732984
"6781","79618812","79618812-2012-09-11",80,60,2012-09-11,"HA1",2012,"M","Adult",0,0,0,1,0,4,5,0.444444444444444,7,11,0.388888888888889,8,16,0.333333333333333,9,21,0.3,13,25,0.342105263157895,15,31,0.326086956521739,19,36,0.345454545454545,21,52,0.287671232876712,21,59,0.2625,29,84,0.256637168141593,32,109,0.226950354609929,35,131,0.210843373493976,44,169,0.206572769953052,46,199,0.187755102040816,47,211,0.182170542635659,47,211,0.182170542635659
"6796","79619290","79619290-2012-09-28",100,80,2012-09-28,"HA1",2012,"M","Adult",1,0,3,4,0.428571428571429,5,10,0.333333333333333,10,13,0.434782608695652,10,16,0.384615384615385,13,27,0.325,13,36,0.26530612244898,13,37,0.26,17,43,0.283333333333333,22,48,0.314285714285714,24,52,0.315789473684211,32,79,0.288288288288288,35,101,0.257352941176471,45,123,0.267857142857143,52,154,0.252427184466019,57,200,0.221789883268482,67,244,0.215434083601286,74,280,0.209039548022599
"6797","79619290","79619290-2012-10-09",100,90,2012-10-09,"HA1",2012,"M","Adult",1,0,2,2,0.5,6,8,0.428571428571429,7,13,0.35,8,22,0.266666666666667,12,35,0.25531914893617,13,37,0.26,16,42,0.275862068965517,18,48,0.272727272727273,18,53,0.253521126760563,18,57,0.24,31,76,0.289719626168224,37,96,0.278195488721804,43,120,0.263803680981595,54,152,0.262135922330097,57,202,0.22007722007722,70,249,0.219435736677116,77,286,0.212121212121212
"6866","79623028","79623028-2012-12-18",0,100,2012-12-18,"HA1",2012,"M","Adult",0,0,2,8,0.2,7,23,0.233333333333333,8,36,0.181818181818182,8,49,0.140350877192982,10,58,0.147058823529412,11,60,0.154929577464789,16,80,0.166666666666667,20,97,0.170940170940171,20,108,0.15625,23,124,0.156462585034014,32,159,0.167539267015707,40,206,0.16260162601626,52,257,0.168284789644013,68,326,0.17258883248731,82,412,0.165991902834008,102,502,0.16887417218543,115,580,0.165467625899281
"6888","79623797","79623797-2012-08-30",10,40,2012-08-30,"HA1",2012,"M","Adult",0,1,0,2,0,2,11,0.153846153846154,2,17,0.105263157894737,3,22,0.12,3,41,0.0681818181818182,3,43,0.0652173913043478,5,53,0.0862068965517241,7,66,0.0958904109589041,8,73,0.0987654320987654,11,81,0.119565217391304,13,99,0.116071428571429,16,111,0.125984251968504,18,127,0.124137931034483,25,146,0.146198830409357,32,165,0.16243654822335,39,188,0.171806167400881,40,189,0.174672489082969
"6890","79623797","79623797-2012-11-20",0,90,2012-11-20,"HA1",2012,"M","Adult",0,0,4,4,0.5,7,26,0.212121212121212,10,39,0.204081632653061,11,45,0.196428571428571,15,64,0.189873417721519,15,72,0.172413793103448,16,83,0.161616161616162,21,101,0.172131147540984,22,112,0.164179104477612,25,116,0.177304964539007,32,156,0.170212765957447,40,197,0.168776371308017,61,241,0.201986754966887,75,301,0.199468085106383,88,376,0.189655172413793,106,453,0.189624329159213,115,493,0.189144736842105
"6893","79623797","79623797-2012-12-18",10,90,2012-12-18,"HA1",2012,"M","Adult",0,0,1,13,0.0714285714285714,8,37,0.177777777777778,11,60,0.154929577464789,15,77,0.16304347826087,20,108,0.15625,21,111,0.159090909090909,26,118,0.180555555555556,30,144,0.172413793103448,31,150,0.171270718232044,31,159,0.163157894736842,38,213,0.151394422310757,59,265,0.182098765432099,73,326,0.182957393483709,83,417,0.166,104,510,0.169381107491857,119,600,0.165507649513213,120,634,0.159151193633952
"7027","79630010","79630010-2012-09-25",10,90,2012-09-25,"HA1",2012,"F","Adult",0,0,1,4,0.2,6,12,0.333333333333333,7,24,0.225806451612903,10,31,0.24390243902439,13,41,0.240740740740741,13,43,0.232142857142857,15,46,0.245901639344262,16,56,0.222222222222222,16,57,0.219178082191781,16,61,0.207792207792208,19,89,0.175925925925926,29,112,0.205673758865248,35,136,0.204678362573099,36,177,0.169014084507042,50,204,0.196850393700787,56,233,0.193771626297578,56,249,0.183606557377049
"7028","79630010","79630010-2012-10-09",20,60,2012-10-09,"HA1",2012,"F","Adult",1,0,0,5,0,2,19,0.0952380952380952,5,34,0.128205128205128,9,42,0.176470588235294,14,65,0.177215189873418,14,77,0.153846153846154,15,81,0.15625,19,98,0.162393162393162,25,112,0.182481751824818,26,125,0.172185430463576,40,188,0.175438596491228,51,222,0.186813186813187,62,263,0.190769230769231,69,299,0.1875,77,334,0.187347931873479,80,340,0.19047619047619,80,340,0.19047619047619
"7032","79630010","79630010-2012-12-04",20,70,2012-12-04,"HA1",2012,"F","Adult",0,0,0,8,0,5,33,0.131578947368421,9,52,0.147540983606557,10,69,0.126582278481013,15,114,0.116279069767442,23,128,0.152317880794702,26,136,0.160493827160494,34,172,0.16504854368932,40,200,0.166666666666667,43,206,0.172690763052209,61,273,0.182634730538922,80,346,0.187793427230047,93,423,0.180232558139535,110,511,0.177133655394525,118,575,0.17027417027417,125,601,0.172176308539945,126,603,0.172839506172839
"7033","79630010","79630010-2012-12-18",30,60,2012-12-18,"HA1",2012,"F","Adult",0,0,1,4,0.2,4,26,0.133333333333333,5,50,0.0909090909090909,8,68,0.105263157894737,17,96,0.150442477876106,22,122,0.152777777777778,26,142,0.154761904761905,34,165,0.170854271356784,41,212,0.162055335968379,49,234,0.173144876325088,79,380,0.172113289760349,95,475,0.166666666666667,110,565,0.162962962962963,119,639,0.156992084432718,127,663,0.160759493670886,128,668,0.160804020100503,128,668,0.160804020100503
"7052","79630102","79630102-2012-09-11",20,100,2012-09-11,"HA1",2012,"M","Adult",0,0,0,3,0,1,9,0.1,2,14,0.125,3,19,0.136363636363636,7,23,0.233333333333333,7,25,0.21875,7,31,0.184210526315789,10,38,0.208333333333333,10,41,0.196078431372549,12,46,0.206896551724138,15,61,0.197368421052632,20,83,0.194174757281553,26,104,0.2,33,126,0.207547169811321,41,152,0.212435233160622,43,172,0.2,44,197,0.182572614107884
"7076","79630840","79630840-2012-10-09",70,70,2012-10-09,"HA1",2012,"F","NotAdult",1,1,0,3,0,3,8,0.272727272727273,6,17,0.260869565217391,13,27,0.325,19,47,0.287878787878788,22,52,0.297297297297297,24,59,0.289156626506024,35,79,0.307017543859649,42,95,0.306569343065693,42,98,0.3,49,154,0.241379310344828,58,201,0.223938223938224,69,247,0.218354430379747,78,297,0.208,79,324,0.196029776674938,80,340,0.19047619047619,80,340,0.19047619047619
"7082","79631608","79631608-2012-12-19",30,100,2012-12-19,"HA1",2012,"F","Adult",0,0,4,12,0.25,8,31,0.205128205128205,11,33,0.25,13,50,0.206349206349206,16,73,0.179775280898876,19,86,0.180952380952381,27,104,0.206106870229008,31,130,0.192546583850932,36,149,0.194594594594595,39,162,0.194029850746269,55,243,0.184563758389262,68,298,0.185792349726776,87,362,0.193763919821826,103,443,0.188644688644689,113,517,0.179365079365079,118,613,0.161422708618331,124,666,0.156962025316456
"7091","79632292","79632292-2012-09-13",100,10,2012-09-13,"HA1",2012,"M","Adult",0,1,1,4,0.2,3,8,0.272727272727273,3,10,0.230769230769231,3,18,0.142857142857143,4,25,0.137931034482759,5,27,0.15625,5,30,0.142857142857143,5,36,0.121951219512195,6,37,0.13953488372093,6,37,0.13953488372093,9,44,0.169811320754717,14,60,0.189189189189189,23,82,0.219047619047619,28,108,0.205882352941176,34,145,0.189944134078212,43,191,0.183760683760684,48,225,0.175824175824176
"7190","79637279","79637279-2012-09-12",0,100,2012-09-12,"HA1",2012,"M","Adult",0,1,0,4,0,3,8,0.272727272727273,4,12,0.25,4,18,0.181818181818182,6,21,0.222222222222222,6,22,0.214285714285714,7,26,0.212121212121212,10,31,0.24390243902439,10,35,0.222222222222222,11,40,0.215686274509804,13,55,0.191176470588235,17,74,0.186813186813187,22,92,0.192982456140351,29,120,0.194630872483221,32,152,0.173913043478261,44,181,0.195555555555556,50,204,0.196850393700787
"7191","79637279","79637279-2012-09-27",0,80,2012-09-27,"HA1",2012,"M","Adult",0,0,0,2,0,6,9,0.4,10,20,0.333333333333333,11,28,0.282051282051282,13,39,0.25,13,49,0.209677419354839,13,51,0.203125,13,57,0.185714285714286,16,69,0.188235294117647,16,71,0.183908045977011,25,98,0.203252032520325,29,121,0.193333333333333,35,150,0.189189189189189,43,194,0.181434599156118,49,228,0.176895306859206,62,249,0.19935691318328,63,264,0.192660550458716
"7243","79638791","79638791-2012-08-30",90,80,2012-08-30,"HA1",2012,"M","Adult",1,0,0,2,0,7,9,0.4375,9,16,0.36,11,17,0.392857142857143,13,26,0.333333333333333,14,31,0.311111111111111,15,32,0.319148936170213,17,34,0.333333333333333,19,40,0.322033898305085,19,42,0.311475409836066,21,50,0.295774647887324,24,67,0.263736263736264,28,85,0.247787610619469,30,111,0.212765957446809,35,137,0.203488372093023,39,164,0.192118226600985,39,178,0.179723502304147
"7247","79638837","79638837-2012-10-09",100,80,2012-10-09,"HA1",2012,"M","Adult",0,0,3,5,0.375,5,15,0.25,10,19,0.344827586206897,10,23,0.303030303030303,14,34,0.291666666666667,14,43,0.245614035087719,14,44,0.241379310344828,18,52,0.257142857142857,23,57,0.2875,25,62,0.28735632183908,34,89,0.276422764227642,38,112,0.253333333333333,49,135,0.266304347826087,56,169,0.248888888888889,61,219,0.217857142857143,71,265,0.211309523809524,78,304,0.204188481675393
"7248","79638837","79638837-2012-10-23",100,90,2012-10-23,"HA1",2012,"M","Adult",0,0,2,3,0.4,6,12,0.333333333333333,8,19,0.296296296296296,10,28,0.263157894736842,14,44,0.241379310344828,15,46,0.245901639344262,19,54,0.26027397260274,24,62,0.27906976744186,25,67,0.271739130434783,25,72,0.257731958762887,43,99,0.302816901408451,50,120,0.294117647058824,60,146,0.29126213592233,73,186,0.281853281853282,78,247,0.24,96,299,0.243037974683544,103,341,0.231981981981982
